S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,MSx,MSy,MSz,MEx,MEy,MEz,MWx,MWy,MWz,session_time_stamp
21,1,63,38,84,0,116,40,6,10,0,1,2,0,0,1,2,1,1,2,1,10,1,4,1,0,1,5,3,0,0,3,-0.184048920869827,-0.21415501832962,0.70217090845108,0.0732179284095764,-0.0884830057621002,0.38370406627655,0.307754874229431,-0.113189078867435,0.232243090867996,02_Jan_2025_10_32
18,0,58,40,84,2,116,37,12,9,1,0,0,2,0,1,4,0,0,1,0,11,1,2,7,0,0,0,1,3,3,0,-0.18436436355114,-0.214665442705154,0.702372372150421,0.0718959271907806,-0.0866760239005089,0.383973121643066,0.306253910064697,-0.109203211963177,0.232104852795601,02_Jan_2025_10_32
13,0,56,40,81,0,108,37,13,11,3,0,0,0,0,0,4,4,0,0,2,11,1,2,0,0,1,5,1,0,0,1,-0.184784561395645,-0.21536973118782,0.702657103538513,0.0698787420988083,-0.0838622227311134,0.384302288293838,0.30424839258194,-0.103101402521133,0.232233554124832,02_Jan_2025_10_32
18,8,59,38,79,0,116,36,13,10,3,0,0,2,0,0,4,1,2,1,0,14,0,4,0,0,0,4,1,7,0,1,-0.185040235519409,-0.215918317437172,0.70281308889389,0.0684410706162453,-0.0819631591439247,0.384491413831711,0.304291993379593,-0.100265927612782,0.232650741934776,02_Jan_2025_10_32
15,1,59,37,80,0,115,35,15,10,1,0,0,2,0,1,3,0,2,2,4,11,0,11,0,2,3,4,0,3,0,0,-0.185347139835358,-0.216678529977798,0.702965617179871,0.0662068948149681,-0.0792347267270088,0.384773850440979,0.300561517477036,-0.0932107269763947,0.232278123497963,02_Jan_2025_10_32
20,0,63,36,79,0,114,38,10,11,3,1,0,2,0,0,4,5,4,1,7,14,1,3,3,0,0,5,3,2,3,0,-0.185574755072594,-0.217149809002876,0.703112483024597,0.0647276937961578,-0.0774442851543427,0.384967625141144,0.298942536115646,-0.0891813486814499,0.232368811964989,02_Jan_2025_10_32
15,3,58,32,81,2,113,32,14,11,7,0,0,4,0,0,0,0,1,1,1,11,0,2,3,0,0,2,1,5,0,2,-0.185908064246178,-0.217812702059746,0.703336715698242,0.0624786019325256,-0.0748265162110329,0.385264784097672,0.296260386705399,-0.0830897092819214,0.232253313064575,02_Jan_2025_10_32
13,5,62,39,84,1,110,35,10,11,2,7,0,0,0,0,3,0,1,1,0,7,0,4,2,0,1,5,1,2,15,0,-0.186157509684563,-0.21823263168335,0.703501462936401,0.0609090924263001,-0.0733770802617073,0.385392338037491,0.294484734535217,-0.0793183222413063,0.232386887073517,02_Jan_2025_10_32
19,1,61,41,83,1,113,35,12,6,1,0,1,3,0,2,0,0,0,1,1,8,1,2,0,0,1,7,0,0,0,1,-0.18653792142868,-0.218841433525085,0.703742384910584,0.0584305003285408,-0.0710547789931297,0.385760277509689,0.292060673236847,-0.07381422072649,0.232559621334076,02_Jan_2025_10_32
18,0,65,39,84,7,113,33,14,11,0,0,1,0,0,1,5,1,3,0,1,11,0,6,2,0,2,1,2,0,0,14,-0.186802059412003,-0.219241634011269,0.703906357288361,0.0567972362041473,-0.0695552676916122,0.386103183031082,0.289929777383804,-0.0696654766798019,0.232576265931129,02_Jan_2025_10_32
16,0,57,41,82,0,114,35,13,9,1,0,1,1,0,1,3,1,1,0,4,10,0,3,0,1,0,5,2,1,0,0,-0.187070906162262,-0.219630509614944,0.704083740711212,0.0551313906908035,-0.068113423883915,0.386456429958344,0.288080811500549,-0.0655995756387711,0.232725471258163,02_Jan_2025_10_32
16,1,60,42,81,5,113,40,12,8,1,1,0,0,0,5,4,0,1,0,3,8,1,4,1,3,0,9,0,1,6,3,-0.187463283538818,-0.22022745013237,0.704366445541382,0.0525518208742142,-0.0660372376441956,0.386977523565292,0.285040467977524,-0.059772901237011,0.232786431908607,02_Jan_2025_10_32
18,1,61,42,78,1,114,32,13,8,0,0,0,3,0,0,3,0,3,0,1,11,0,3,5,11,0,2,1,3,0,3,-0.187735483050346,-0.220669806003571,0.704583287239075,0.05079136043787,-0.0646765008568764,0.387317508459091,0.282800763845444,-0.0578694306313992,0.233898997306824,02_Jan_2025_10_32
16,4,58,40,83,0,112,36,16,10,2,0,1,0,0,1,3,1,0,0,0,7,2,1,0,0,0,5,0,0,0,0,-0.188172116875649,-0.221412405371666,0.704984188079834,0.0481995269656181,-0.0629494413733482,0.387807786464691,0.27900418639183,-0.0525629632174969,0.234473928809166,02_Jan_2025_10_32
17,0,64,40,83,11,110,33,14,13,0,1,3,5,0,1,5,2,1,2,0,4,1,5,0,0,3,5,5,3,3,0,-0.188438177108765,-0.22189524769783,0.705222129821777,0.0464670583605766,-0.0616915449500084,0.388189852237701,0.277691781520843,-0.0492946431040764,0.234813198447227,02_Jan_2025_10_32
19,2,59,39,81,0,108,31,15,12,0,0,0,6,0,0,0,7,0,0,1,8,0,5,3,0,0,4,0,2,1,0,-0.18882292509079,-0.222618371248245,0.705576896667481,0.0438154116272926,-0.05976203083992,0.388589143753052,0.275974184274673,-0.0434875451028347,0.234567537903786,02_Jan_2025_10_32
20,1,62,38,81,1,114,29,14,10,3,6,0,3,0,1,4,3,3,3,7,7,0,5,1,0,1,4,3,0,0,0,-0.189064219594002,-0.223093524575233,0.705803215503693,0.0421304330229759,-0.0585213005542755,0.388789653778076,0.273308277130127,-0.0401724949479103,0.235314205288887,02_Jan_2025_10_32
18,1,59,32,79,0,109,25,12,13,0,3,1,0,0,0,4,2,3,0,1,8,5,1,0,0,1,7,0,1,4,1,-0.18930047750473,-0.223559483885765,0.706022799015045,0.0403667688369751,-0.0572173073887825,0.389008373022079,0.271475166082382,-0.0367817804217339,0.235703364014626,02_Jan_2025_10_32
19,0,57,37,79,0,113,30,13,12,1,0,1,4,0,11,5,0,0,1,0,4,3,3,1,1,0,4,0,1,3,0,-0.189630806446075,-0.224279195070267,0.706341147422791,0.0376636013388634,-0.0552987679839134,0.389296144247055,0.26843649148941,-0.0314195901155472,0.235771849751472,02_Jan_2025_10_32
12,3,60,39,78,1,108,26,11,13,0,0,1,2,0,0,3,0,3,3,0,9,3,0,1,2,3,4,9,0,0,0,-0.189850658178329,-0.224762886762619,0.706562399864197,0.0358496084809303,-0.0540508776903152,0.38947331905365,0.266272276639938,-0.0272686816751957,0.235744312405586,02_Jan_2025_10_32
20,1,57,35,78,3,111,28,12,10,7,0,0,0,0,0,4,1,0,0,0,4,3,4,1,3,3,4,1,0,0,3,-0.190132677555084,-0.225456163287163,0.706853449344635,0.0329945422708988,-0.052277147769928,0.389620840549469,0.263102442026138,-0.0220892578363419,0.235838517546654,02_Jan_2025_10_32
16,3,62,37,81,1,103,26,15,13,0,3,0,0,0,0,6,0,1,0,3,6,2,0,0,2,4,3,0,3,0,0,-0.190318822860718,-0.225911855697632,0.707034707069397,0.0310913138091564,-0.0510586127638817,0.389770478010178,0.261082023382187,-0.0187977533787489,0.235818088054657,02_Jan_2025_10_32
9,0,57,34,74,2,100,27,13,8,8,0,12,3,0,0,3,0,1,3,1,8,0,3,1,7,0,0,0,1,0,0,-0.190579041838646,-0.226592987775803,0.707298815250397,0.0282209888100624,-0.0491921082139015,0.389995992183685,0.257835388183594,-0.0134457880631089,0.235898345708847,02_Jan_2025_10_32
21,1,60,36,75,0,99,27,17,12,0,0,1,3,0,1,0,0,1,0,0,10,2,3,0,0,1,4,0,1,0,0,-0.190752416849136,-0.227054536342621,0.707489907741547,0.0263221450150013,-0.0478844791650772,0.390181809663773,0.254049897193909,-0.0102514391764998,0.235413894057274,02_Jan_2025_10_32
15,9,59,34,79,0,105,24,11,8,0,0,1,3,0,13,3,3,0,0,0,12,2,7,0,2,2,4,3,0,0,1,-0.190910771489143,-0.227511808276176,0.707676291465759,0.0243985317647457,-0.0466428622603416,0.39035576581955,0.251188695430756,-0.00662857480347157,0.235686987638473,02_Jan_2025_10_32
19,2,63,34,80,5,106,24,12,5,0,0,1,2,0,1,4,0,0,0,0,8,1,4,0,0,0,2,1,1,0,1,-0.191098913550377,-0.228170081973076,0.707893967628479,0.0215328074991703,-0.0447186902165413,0.390657275915146,0.248935356736183,-0.00140612025279552,0.236306846141815,02_Jan_2025_10_32
16,3,57,32,78,4,104,29,12,4,0,0,0,2,0,0,3,0,0,7,0,10,3,1,0,2,1,7,0,1,0,1,-0.191206306219101,-0.228597894310951,0.70803040266037,0.0196333676576614,-0.0434837266802788,0.390843629837036,0.247231990098953,0.00276305340230465,0.236983269453049,02_Jan_2025_10_32
14,0,60,34,77,0,96,27,10,7,0,0,0,0,0,3,2,1,1,0,3,11,2,5,1,0,0,3,0,0,1,0,-0.191339209675789,-0.229214534163475,0.708209753036499,0.0167494378983974,-0.0416379123926163,0.391260832548141,0.244647160172462,0.00763555616140366,0.23808242380619,02_Jan_2025_10_32
15,0,59,34,74,0,101,28,9,9,2,2,3,0,0,1,3,2,0,0,2,10,1,4,3,0,0,0,0,1,2,3,-0.191436246037483,-0.229636311531067,0.708348989486694,0.0147984847426415,-0.0404774248600006,0.391533136367798,0.242189645767212,0.0100971451029181,0.238410979509354,02_Jan_2025_10_32
