,MSx,MSy,MSz,MEx,MEy,MEz,MWx,MWy,MWz
487,-0.17037565,-0.32596263,0.5720539,-0.0028591622,-0.16728036,0.2795019,0.13937698,-0.22516121,0.21198499
488,-0.17033496,-0.32576,0.57203645,-0.004958404,-0.16574155,0.27850983,0.13763483,-0.22168091,0.20952421
489,-0.17022294,-0.32547483,0.5719802,-0.006333517,-0.1647463,0.27786517,0.13659379,-0.21931408,0.2080967
490,-0.17017983,-0.32522565,0.5719252,-0.0076795537,-0.16376519,0.27723336,0.1354484,-0.21686155,0.20670477
491,-0.17010617,-0.32487023,0.571874,-0.00963263,-0.16229805,0.2763286,0.13380516,-0.21326844,0.20479919
492,-0.17006585,-0.32467848,0.57184756,-0.010928625,-0.1613424,0.27573767,0.13272114,-0.21081848,0.20358147
493,-0.16998035,-0.32443118,0.571789,-0.012830973,-0.15992957,0.27492392,0.13106342,-0.20727849,0.20193829
494,-0.16991928,-0.32429028,0.5717444,-0.014082529,-0.1589981,0.27443227,0.13001055,-0.20491232,0.200918
495,-0.16986866,-0.32416666,0.5717081,-0.01532799,-0.1580669,0.27398607,0.12893577,-0.20268466,0.2001062
496,-0.16980465,-0.3239933,0.5716705,-0.017165162,-0.15666501,0.27341264,0.12746708,-0.1991128,0.19881146
497,-0.16977479,-0.32389644,0.57165354,-0.018351361,-0.1557184,0.27309805,0.12654181,-0.19675526,0.19813529
498,-0.16972603,-0.32377133,0.5716281,-0.020078348,-0.1542759,0.27269682,0.12519574,-0.19285427,0.1971878
499,-0.16969587,-0.3236274,0.5715847,-0.021191556,-0.15330054,0.27247238,0.12429448,-0.1905455,0.19656786
500,-0.16968767,-0.32343042,0.57152224,-0.022270866,-0.15231198,0.2722932,0.12341415,-0.18788649,0.19578728
501,-0.16963574,-0.32339913,0.5715636,-0.02384045,-0.15081562,0.27210504,0.12215134,-0.18410058,0.19502255
502,-0.16961294,-0.3233939,0.5715958,-0.024861187,-0.14981872,0.27202213,0.12136227,-0.18155596,0.19449092
503,-0.1695976,-0.3233954,0.57163036,-0.02586203,-0.14882913,0.2719751,0.12055656,-0.17881268,0.19399178
504,-0.16957581,-0.32339758,0.57168895,-0.02734018,-0.14735226,0.2719499,0.119392835,-0.17511222,0.19364816
505,-0.16956061,-0.32340482,0.5717257,-0.028305741,-0.14635864,0.27196845,0.11858559,-0.17252597,0.19340141
506,-0.16954142,-0.32341474,0.57176226,-0.029263958,-0.14534348,0.2720217,0.11774635,-0.16989927,0.19317144
507,-0.1694542,-0.32338193,0.5717833,-0.030675292,-0.14380215,0.27213794,0.1165574,-0.16578506,0.19277206
508,-0.16938938,-0.32335278,0.5717933,-0.031583298,-0.14276655,0.27224392,0.11580762,-0.16324413,0.19272733
509,-0.16931765,-0.32332805,0.57181156,-0.032489836,-0.14172894,0.2723813,0.115106456,-0.16084264,0.19282451
510,-0.16920887,-0.32332557,0.57184523,-0.033829913,-0.14017701,0.27262124,0.11412647,-0.15665406,0.19273649
511,-0.16915251,-0.32336885,0.57187366,-0.034700155,-0.13916233,0.27279866,0.11350966,-0.15399334,0.1928173
512,-0.1690357,-0.3233821,0.57189864,-0.035971314,-0.13765822,0.27311394,0.11261382,-0.14999625,0.19306767
513,-0.16896527,-0.3233941,0.5719148,-0.036804233,-0.13667218,0.27334252,0.11213257,-0.1472557,0.19322135
514,-0.16889161,-0.3233837,0.57192415,-0.037624907,-0.13570179,0.2735934,0.111609176,-0.14449023,0.19346729
515,-0.16877054,-0.3233385,0.5719118,-0.038833037,-0.134221,0.27399054,0.11073453,-0.14002456,0.19378884
516,-0.16871512,-0.32335383,0.57192725,-0.039622653,-0.13322292,0.27428702,0.11017355,-0.13700558,0.19408666
517,-0.16865455,-0.32344517,0.57196766,-0.040793672,-0.13170975,0.2747643,0.10933712,-0.13248855,0.1945786
518,-0.16864999,-0.3235238,0.5720026,-0.041545343,-0.13069537,0.2751297,0.108843476,-0.12957402,0.19502844
519,-0.16857402,-0.3235461,0.5720052,-0.04227399,-0.12968959,0.27550825,0.10839741,-0.12677003,0.1955776
520,-0.16846457,-0.32351753,0.5719875,-0.043287598,-0.12820724,0.27610734,0.10771307,-0.12293534,0.19650358
521,-0.16841201,-0.3235303,0.5719753,-0.043905094,-0.12725385,0.27651796,0.10733767,-0.12040545,0.19723745
522,-0.16838084,-0.3235711,0.5719803,-0.04448117,-0.12632059,0.276946,0.10693394,-0.11751811,0.1976792
523,-0.16834696,-0.3236452,0.5719825,-0.045256086,-0.12497945,0.27762678,0.106517345,-0.1134515,0.19882508
524,-0.16832496,-0.3236854,0.57198316,-0.045718726,-0.12410639,0.2781001,0.106179304,-0.110490374,0.1992013
525,-0.1683021,-0.32375297,0.5719883,-0.046332747,-0.1228116,0.27887625,0.10587021,-0.10606429,0.20021331
526,-0.16826409,-0.32375237,0.5719518,-0.046705797,-0.121946484,0.27941903,0.10552952,-0.103086494,0.20092453
527,-0.1682428,-0.32381052,0.5719433,-0.047049586,-0.12107453,0.27998266,0.10521389,-0.10006205,0.2016709
528,-0.16824634,-0.32396835,0.571948,-0.04750434,-0.119780004,0.28087783,0.10482788,-0.09566915,0.20286724
529,-0.16829167,-0.32411158,0.57196444,-0.04776151,-0.118920356,0.2815033,0.1046654,-0.09281795,0.20377833
530,-0.16831711,-0.32421783,0.5719847,-0.047983006,-0.118075,0.28215343,0.10449538,-0.08999406,0.20459656
531,-0.16835918,-0.32435548,0.5720143,-0.04823077,-0.11685616,0.28313312,0.10426424,-0.0856849,0.20598707
532,-0.16840467,-0.3245061,0.5720431,-0.048346434,-0.11605783,0.28380525,0.10410809,-0.082760416,0.20684005
533,-0.16844943,-0.32469153,0.5720913,-0.048450258,-0.11487432,0.28482965,0.10380121,-0.07825368,0.20846935
534,-0.16847281,-0.32479972,0.5721202,-0.048495222,-0.114082575,0.28553408,0.10371662,-0.0752964,0.20954408
535,-0.16852689,-0.32503968,0.5721806,-0.048547156,-0.11286001,0.2866215,0.10349734,-0.07101217,0.21127509
536,-0.1685572,-0.3252045,0.57221395,-0.048573233,-0.11202321,0.2873843,0.103411175,-0.06827441,0.21246932
537,-0.16858146,-0.3253572,0.5722469,-0.048570022,-0.111184806,0.2881932,0.103434995,-0.06577418,0.21362504
538,-0.16853914,-0.3254933,0.5722829,-0.048480168,-0.10994373,0.28947285,0.10347424,-0.062190384,0.21557876
539,-0.16850269,-0.3255636,0.5723012,-0.04834037,-0.10913649,0.29036698,0.10367335,-0.05985536,0.21692012
540,-0.16845532,-0.32568765,0.57233393,-0.04799142,-0.10794566,0.29175082,0.10382999,-0.056112796,0.21877615
541,-0.16843562,-0.32580233,0.5723632,-0.04768055,-0.107166894,0.29269987,0.103745915,-0.053469785,0.22010036
542,-0.16849424,-0.32605702,0.5724579,-0.04712234,-0.10599498,0.29418477,0.10325,-0.049362913,0.22151229
543,-0.16850723,-0.32622883,0.5725074,-0.046708528,-0.105200745,0.29521453,0.10343795,-0.04679615,0.223042
544,-0.16851361,-0.32631028,0.5725164,-0.046281386,-0.1043751,0.29627115,0.1036646,-0.044345487,0.22452182
545,-0.16850695,-0.32637084,0.5725134,-0.045625545,-0.10308939,0.29793242,0.103989586,-0.040872555,0.22691049
546,-0.16852272,-0.32649916,0.57255477,-0.045177206,-0.10222117,0.29908866,0.10423515,-0.038639855,0.22860675
547,-0.16860093,-0.3266176,0.5725723,-0.0444801,-0.100913085,0.30088273,0.10467028,-0.035329618,0.23119505
548,-0.16864876,-0.32678226,0.57261413,-0.043991,-0.10005255,0.3021057,0.104989,-0.033193003,0.23288281
549,-0.16874042,-0.3271722,0.5727279,-0.043178793,-0.09877573,0.3039978,0.10539009,-0.029780036,0.23556708
550,-0.16884536,-0.32746708,0.5728213,-0.0426007,-0.0979378,0.30528882,0.10567728,-0.027450604,0.2373633
551,-0.16899534,-0.32787222,0.572935,-0.041695267,-0.09671353,0.30725476,0.10614179,-0.024034632,0.24016015
552,-0.16907772,-0.32812122,0.5730028,-0.041081578,-0.09590217,0.30859843,0.10629493,-0.021642065,0.24207184
553,-0.16918261,-0.32846794,0.5731035,-0.04018075,-0.09466908,0.3106536,0.10654041,-0.018070078,0.24507947
554,-0.16923161,-0.3286823,0.57315254,-0.03959814,-0.09383301,0.31204557,0.106847644,-0.015865846,0.24711564
555,-0.16930757,-0.32909602,0.57320374,-0.038754873,-0.09257868,0.3141521,0.10734132,-0.012805737,0.25018692
556,-0.16935414,-0.3293472,0.57324773,-0.038210638,-0.091733366,0.31557402,0.107627414,-0.010676763,0.25229928
557,-0.16939542,-0.32953006,0.5733529,-0.037403032,-0.090481505,0.31773728,0.10790943,-0.0073654563,0.25549307
558,-0.1694184,-0.3296466,0.5734032,-0.03684473,-0.0896629,0.31921184,0.10812861,-0.0050966055,0.2576423
559,-0.16949351,-0.33006197,0.57345206,-0.036022417,-0.08845296,0.32144162,0.108385295,-0.0015871661,0.26089376
560,-0.169553,-0.33031923,0.5734885,-0.035476033,-0.08765873,0.32294178,0.108528644,0.00079966465,0.26305443
561,-0.16965841,-0.33044407,0.57357484,-0.034641065,-0.086473905,0.32522708,0.10861136,0.0042747944,0.26638123
562,-0.16973756,-0.33035913,0.5735505,-0.034094278,-0.08567726,0.3267758,0.108799726,0.006501199,0.26864418
563,-0.16983806,-0.33042732,0.5735293,-0.033559065,-0.08488415,0.32832837,0.108748645,0.008638673,0.27103505
564,-0.16992198,-0.33076596,0.5736005,-0.03278227,-0.083684996,0.33067796,0.1091446,0.011727699,0.27447033
565,-0.1700296,-0.33104658,0.5736444,-0.032275014,-0.08288129,0.33225548,0.109278105,0.013881222,0.27699447
566,-0.1701761,-0.33124965,0.5737062,-0.031508006,-0.08170333,0.33464772,0.10941207,0.017181339,0.2806444
567,-0.17029744,-0.3308818,0.573604,-0.030999642,-0.08091792,0.3362635,0.109496064,0.019285524,0.28299737
568,-0.1704394,-0.33057287,0.5735085,-0.030258901,-0.07976785,0.33869213,0.10964309,0.02285205,0.28689942
569,-0.17048189,-0.3306537,0.5735183,-0.029772859,-0.07900083,0.34035215,0.11028502,0.025591584,0.29023078
570,-0.17060122,-0.3305481,0.5734591,-0.029091168,-0.077873565,0.34285295,0.11031799,0.028734708,0.2944262
571,-0.17067418,-0.3304278,0.57345104,-0.028674548,-0.07713423,0.34451765,0.11045497,0.030704046,0.2970655
572,-0.17076126,-0.33079395,0.5735136,-0.02807962,-0.076050654,0.34702048,0.11021707,0.033846095,0.3012441
573,-0.17080912,-0.3312608,0.57358474,-0.027689539,-0.075330205,0.3487153,0.110324726,0.035837233,0.30396652
574,-0.17092438,-0.33178914,0.573575,-0.027114168,-0.074258335,0.3512936,0.11010506,0.038637005,0.30788484
575,-0.1710123,-0.33218443,0.5736344,-0.026728347,-0.07355248,0.35303837,0.110014185,0.040342428,0.3104613
576,-0.17111681,-0.33273482,0.57366955,-0.026160806,-0.07250321,0.3556841,0.109848075,0.043607377,0.31462702
577,-0.17116416,-0.333023,0.5736749,-0.025809437,-0.07180533,0.35747546,0.109498285,0.045333765,0.31733963
578,-0.17129046,-0.33325145,0.5737715,-0.025319926,-0.07077833,0.3601951,0.10922463,0.04810176,0.32157296
579,-0.17135257,-0.33341768,0.57382816,-0.02502376,-0.070108026,0.36202344,0.10904516,0.049810506,0.32448867
580,-0.1714141,-0.3334901,0.5738884,-0.02475947,-0.06944909,0.36384675,0.108867146,0.051475607,0.32746756
581,-0.17155129,-0.33363605,0.5739727,-0.024404924,-0.0684741,0.36658794,0.10868913,0.053592734,0.3319588
582,-0.17161809,-0.33348116,0.574056,-0.024183435,-0.0678409,0.36842254,0.10862157,0.055120446,0.33508253
583,-0.17172353,-0.33313623,0.57413447,-0.023869732,-0.066915534,0.37117144,0.10834443,0.05728186,0.33960164
584,-0.17180711,-0.33313355,0.5741913,-0.023670461,-0.066293225,0.3730121,0.1081315,0.058678545,0.3425971
585,-0.1719282,-0.33276245,0.57423675,-0.02338189,-0.065393016,0.37581056,0.10786311,0.06071665,0.34715346
586,-0.17200406,-0.33244047,0.57425725,-0.023199322,-0.06480686,0.37771645,0.10770255,0.062121592,0.35032076
587,-0.17211393,-0.33264643,0.57434213,-0.022930617,-0.06397353,0.38059413,0.10757063,0.064369656,0.35517493
588,-0.17218253,-0.3328806,0.5743898,-0.02276113,-0.063429266,0.38254753,0.107314825,0.06557288,0.35843977
589,-0.17229177,-0.33314094,0.574443,-0.022512874,-0.06262047,0.38552052,0.10717141,0.067214705,0.3634534
590,-0.17236954,-0.3332153,0.5744674,-0.02233804,-0.06208034,0.3875319,0.10697772,0.068087615,0.36674565
591,-0.17246428,-0.3330087,0.5744545,-0.02217838,-0.061524928,0.38957998,0.10707907,0.06909116,0.37014636
592,-0.17262399,-0.33273852,0.5744488,-0.021973118,-0.060673255,0.39272448,0.1070976,0.07053646,0.37529346
593,-0.17273012,-0.3325286,0.57445514,-0.02185596,-0.06012388,0.39484513,0.10715729,0.071425505,0.37880725
594,-0.17288458,-0.33240658,0.5744829,-0.021639973,-0.059340104,0.39809927,0.107128374,0.072725974,0.38420647
595,-0.17292492,-0.33253765,0.5745561,-0.02149601,-0.058846623,0.40030795,0.10691417,0.073497735,0.38788295
596,-0.17297584,-0.33290946,0.57469904,-0.021287186,-0.058178328,0.4036544,0.10666007,0.074779056,0.39341494
597,-0.1730366,-0.33316478,0.5747865,-0.021170663,-0.057760023,0.40591908,0.10653428,0.07586146,0.3972087
598,-0.17316103,-0.33345804,0.57490534,-0.021053458,-0.05718194,0.40935612,0.106188715,0.0770163,0.40296918
599,-0.1732585,-0.33357614,0.5749765,-0.021001996,-0.05681413,0.41169098,0.1061008,0.077554934,0.40695828
600,-0.17343077,-0.33372355,0.5750785,-0.020949006,-0.056291163,0.4152544,0.105685145,0.078608505,0.4126239
601,-0.17355211,-0.33381897,0.57515293,-0.020928089,-0.055975363,0.4176395,0.10537685,0.079276495,0.41660628
602,-0.173718,-0.33402008,0.5752753,-0.020907542,-0.055559278,0.42120397,0.10497588,0.08006764,0.4225888
603,-0.17382643,-0.33418816,0.57535785,-0.020909581,-0.055312816,0.42359826,0.104644164,0.08054324,0.42661408
604,-0.17399184,-0.33437866,0.57547814,-0.020909036,-0.054907527,0.42721942,0.10405705,0.081225865,0.43271038
605,-0.17413698,-0.33448443,0.57555443,-0.020954514,-0.05465306,0.42962444,0.103616625,0.081679456,0.43682286
606,-0.17428656,-0.33457786,0.57562566,-0.021050647,-0.05440815,0.4320472,0.103187494,0.08211688,0.44080058
607,-0.17449553,-0.33477598,0.5757569,-0.02129305,-0.05411915,0.43569872,0.1023563,0.08303139,0.44697005
608,-0.17462108,-0.33493054,0.57584876,-0.021505384,-0.05395298,0.43813604,0.10180335,0.08317121,0.45108205
609,-0.17482401,-0.33511424,0.5759634,-0.02180904,-0.05342475,0.4417749,0.10087147,0.083554395,0.45730284
610,-0.17494899,-0.33527645,0.576043,-0.022056993,-0.05298437,0.44412574,0.10056331,0.08346752,0.46131906
611,-0.17514092,-0.33548856,0.5761678,-0.022463959,-0.052498244,0.447671,0.09976744,0.08342149,0.46760032
612,-0.17526887,-0.33566365,0.5762468,-0.022751551,-0.052272856,0.45004642,0.09922335,0.08346333,0.47173393
613,-0.17542183,-0.33597523,0.57638067,-0.023225863,-0.052055717,0.45363662,0.09834432,0.08374495,0.4775917
614,-0.1755245,-0.3361596,0.57647777,-0.023565533,-0.051982593,0.4560302,0.09779187,0.08341455,0.48172352
615,-0.17567912,-0.3363621,0.5766528,-0.024097083,-0.051946886,0.45963788,0.09682412,0.08362842,0.48779547
616,-0.17578098,-0.3365187,0.57677305,-0.02448618,-0.051967133,0.46203414,0.09613782,0.08338099,0.49184328
617,-0.17598814,-0.3366534,0.5769432,-0.025123157,-0.052048467,0.46560085,0.09498972,0.08322234,0.4977515
618,-0.17613222,-0.3367817,0.5770618,-0.025557281,-0.05213752,0.4679632,0.09425974,0.08328489,0.5016393
619,-0.17634177,-0.337007,0.57724,-0.026265204,-0.052370396,0.4715113,0.09292055,0.08327729,0.507111
620,-0.17648695,-0.33713484,0.57735455,-0.026747424,-0.052571923,0.47386658,0.0921225,0.082773425,0.51133794
621,-0.17662738,-0.33724254,0.5774732,-0.027212843,-0.052776575,0.4761909,0.091346405,0.08318817,0.51461023
622,-0.17683247,-0.33749017,0.5776687,-0.027914854,-0.053097494,0.47961652,0.09036695,0.08310669,0.5202078
623,-0.17695583,-0.3376521,0.57778215,-0.028410057,-0.053313587,0.48185796,0.08867766,0.082258366,0.5243606
624,-0.177158,-0.3379892,0.57795167,-0.029214872,-0.05368049,0.48515594,0.08788367,0.08230101,0.5294235
625,-0.17730786,-0.33823985,0.5780535,-0.029806342,-0.053963557,0.48733425,0.08694715,0.08199351,0.5337021
626,-0.17753199,-0.33863014,0.5782081,-0.030787619,-0.054377954,0.49051237,0.08486039,0.08155482,0.53828543
627,-0.17767397,-0.33890027,0.5783244,-0.03146921,-0.054667745,0.4925602,0.084151536,0.08129116,0.5418296
628,-0.17794038,-0.33924922,0.5785211,-0.032550223,-0.055079635,0.49550843,0.08066694,0.080110766,0.54687697
629,-0.17813769,-0.33946508,0.5786457,-0.033323087,-0.055340692,0.49740914,0.07953438,0.079743706,0.5501068
630,-0.17842901,-0.3398193,0.5788438,-0.034478646,-0.055716775,0.500154,0.07732222,0.07910556,0.55481064
631,-0.17860107,-0.34011397,0.57897264,-0.035267625,-0.055932045,0.50191724,0.07618356,0.07844596,0.5578173
632,-0.1789377,-0.34039056,0.57919765,-0.036502242,-0.056207698,0.5044749,0.07579169,0.078525074,0.5621603
633,-0.17917764,-0.34058234,0.5793541,-0.03734245,-0.05637769,0.50613207,0.07349238,0.07791505,0.56534696
634,-0.17957658,-0.34094837,0.57959545,-0.03861356,-0.056673374,0.5085675,0.07314357,0.077242635,0.5695001
635,-0.17983973,-0.34118783,0.5797466,-0.039460585,-0.056931697,0.5101466,0.072280966,0.07643498,0.5731929
636,-0.18010132,-0.34142098,0.5798882,-0.040286973,-0.057223774,0.51168096,0.07129171,0.07554739,0.5756929
637,-0.18051109,-0.3418032,0.5800627,-0.041448653,-0.05769196,0.5138923,0.07013581,0.07423445,0.5799259
638,-0.18076527,-0.34204257,0.5801718,-0.042150058,-0.05801277,0.51532006,0.07003575,0.07283736,0.58191204
639,-0.18099593,-0.3422641,0.5802808,-0.042781018,-0.058353193,0.51673436,0.068531856,0.072343014,0.58538395
640,-0.18131736,-0.34257883,0.5804387,-0.043600157,-0.05891977,0.51885533,0.0688224,0.07092967,0.588196
641,-0.18154062,-0.34277162,0.58052754,-0.04405738,-0.0593401,0.5202693,0.068106964,0.07000638,0.5908364
642,-0.1818565,-0.34304863,0.58065414,-0.044614498,-0.060010966,0.5224101,0.06754786,0.06843411,0.59480864
643,-0.18205647,-0.34322914,0.5807252,-0.04491024,-0.06048349,0.5238389,0.067452304,0.067296855,0.59747356
644,-0.18228364,-0.3434123,0.5807932,-0.045152016,-0.060992856,0.525266,0.067250505,0.066006534,0.6001192
645,-0.18261518,-0.3437905,0.5808943,-0.045439783,-0.06179867,0.5274201,0.06666209,0.064170904,0.60416543
646,-0.18283585,-0.34397778,0.58095884,-0.04559931,-0.062349334,0.52887166,0.066530205,0.0629698,0.6068212
647,-0.18305002,-0.34411496,0.58101255,-0.045720447,-0.062931575,0.5303416,0.06643852,0.061675556,0.6094775
648,-0.18336102,-0.34426808,0.5810802,-0.045841686,-0.063813366,0.53260756,0.06657127,0.059471987,0.6136491
649,-0.18356994,-0.34445208,0.5811123,-0.045858975,-0.0644323,0.5341495,0.06680578,0.05790823,0.616465
650,-0.183814,-0.3447664,0.5811533,-0.045780435,-0.065411896,0.53650814,0.0671753,0.05540929,0.6211911
651,-0.18397726,-0.3448438,0.58117807,-0.045635626,-0.06612274,0.53810275,0.067005426,0.053631134,0.6247688
652,-0.184124,-0.34488648,0.5812097,-0.045451056,-0.06685328,0.53972787,0.06733151,0.051926978,0.6274059
653,-0.18424134,-0.34498176,0.58124524,-0.04527841,-0.067579344,0.5413939,0.06753236,0.050144844,0.6303469
654,-0.18441066,-0.34523413,0.5813187,-0.044967107,-0.06875675,0.54390323,0.067779206,0.047431566,0.6342779
655,-0.18452562,-0.34544164,0.5813581,-0.044759326,-0.06956374,0.54557675,0.06800627,0.04578405,0.63750255
656,-0.18473,-0.34581825,0.58141065,-0.04447817,-0.070835,0.5480759,0.0678828,0.043267407,0.6410412
657,-0.18488674,-0.34592906,0.5814571,-0.04430282,-0.071697935,0.54970366,0.06798588,0.041623242,0.64412993
658,-0.18504113,-0.34602374,0.5815017,-0.044133272,-0.07255229,0.5512932,0.068179175,0.03976386,0.64672136
659,-0.18527326,-0.34620202,0.5815647,-0.043904252,-0.073841184,0.55360997,0.06805154,0.03693088,0.65076786
660,-0.18543535,-0.34640017,0.58159566,-0.04375865,-0.07472151,0.5551082,0.06812671,0.03486541,0.6533939
661,-0.1856089,-0.34658268,0.5816372,-0.043612715,-0.0756121,0.55657214,0.06830855,0.032802053,0.65580904
662,-0.18585695,-0.34674236,0.58171207,-0.04339729,-0.076959,0.55872256,0.06848293,0.029740075,0.6595621
663,-0.1860173,-0.34685686,0.5817612,-0.04324861,-0.07786367,0.56011873,0.06861514,0.027735518,0.66194713
664,-0.18618448,-0.34699437,0.5817997,-0.043086033,-0.07876802,0.56147856,0.06868558,0.025667021,0.6644349
665,-0.18646996,-0.34719178,0.58184844,-0.04284412,-0.08011679,0.5634486,0.068951175,0.022664057,0.6678163
666,-0.18667899,-0.34732676,0.58187896,-0.042666536,-0.081020765,0.5647012,0.06907141,0.020713346,0.6698787
667,-0.18688892,-0.34744972,0.5819138,-0.042490527,-0.08192802,0.5659161,0.06912279,0.018748173,0.6719395
668,-0.18718399,-0.34761143,0.5819633,-0.04220258,-0.08329465,0.567665,0.069490604,0.01581964,0.6751739
669,-0.18737748,-0.34769055,0.58199155,-0.041984137,-0.08421035,0.5687888,0.069734216,0.013807372,0.67714804
670,-0.18764903,-0.34786165,0.58201444,-0.041596513,-0.08558356,0.5704102,0.06997441,0.010423415,0.68139225
671,-0.18783624,-0.3479445,0.5820241,-0.041292127,-0.0864878,0.57145095,0.07059683,0.008315706,0.68300694
672,-0.18801998,-0.34805703,0.58204067,-0.04094088,-0.0873727,0.57245153,0.07113267,0.006314182,0.684726
673,-0.18831383,-0.3481966,0.58207554,-0.040322658,-0.0886746,0.5738718,0.07196882,0.0033943667,0.68705446
674,-0.18852523,-0.34830546,0.5821131,-0.039862644,-0.089522794,0.57475936,0.07256078,0.0015853507,0.68846405
675,-0.18875076,-0.34847134,0.5821661,-0.039368004,-0.09035944,0.57560164,0.07319208,-9.9143595e-05,0.68977386
676,-0.18908371,-0.34862587,0.5822366,-0.0385778,-0.09160015,0.576781,0.07420165,-0.002436398,0.69163615
677,-0.18925565,-0.34877414,0.5823292,-0.038021434,-0.09242358,0.5775166,0.07499057,-0.0039005862,0.69274527
678,-0.18937051,-0.349159,0.5824932,-0.037115578,-0.0936346,0.57855445,0.07626118,-0.0060449303,0.6943186
679,-0.18944362,-0.34950277,0.58256453,-0.036510773,-0.09443174,0.57924306,0.07724508,-0.007661252,0.6952717
680,-0.18952711,-0.3498057,0.58263415,-0.035867963,-0.095238596,0.5798959,0.0783939,-0.00919596,0.6961157
681,-0.18961927,-0.35006303,0.5826917,-0.0351551,-0.09604334,0.5805015,0.07951441,-0.011115021,0.6969426
682,-0.1897841,-0.3504638,0.5827862,-0.033973426,-0.09725723,0.5813281,0.081488125,-0.013391509,0.69785535
683,-0.18989462,-0.35065836,0.582864,-0.033118695,-0.09806608,0.58182096,0.08276816,-0.015131689,0.6984108
684,-0.19007885,-0.35087168,0.5829789,-0.031768292,-0.09926819,0.58247256,0.08478314,-0.017350627,0.6990714
685,-0.1902041,-0.35090443,0.5830206,-0.030827783,-0.10006353,0.5828396,0.08622933,-0.018341204,0.6992863
686,-0.19028293,-0.35091543,0.5830446,-0.029875964,-0.10083624,0.5831464,0.08757006,-0.020015923,0.69958675
687,-0.19036056,-0.35091618,0.5830453,-0.028413944,-0.1020142,0.5834786,0.08978825,-0.02158784,0.6996456
688,-0.1904041,-0.35090587,0.5830343,-0.027441658,-0.10277477,0.58361804,0.091190904,-0.023571791,0.69982725
689,-0.19044614,-0.35089585,0.5830188,-0.026464667,-0.10350828,0.5836958,0.09286657,-0.024461439,0.6996171
690,-0.19053112,-0.3508553,0.5830016,-0.024958424,-0.1045772,0.58369005,0.095413245,-0.026741063,0.69928575
691,-0.19062051,-0.35086682,0.58300114,-0.023920108,-0.105266936,0.58360124,0.09711655,-0.028644787,0.69906825
692,-0.19071054,-0.35084602,0.58299935,-0.022836141,-0.1059491,0.5834343,0.09897733,-0.030292766,0.69862664
693,-0.1909064,-0.35089123,0.5830463,-0.021114774,-0.10697036,0.5830446,0.10176153,-0.032568373,0.69774187
694,-0.19102685,-0.35099813,0.583083,-0.019910678,-0.10765432,0.5826996,0.10365105,-0.03389323,0.6971165
695,-0.19110292,-0.3510385,0.5830666,-0.01805017,-0.10868325,0.5820627,0.10620764,-0.03594705,0.6960515
696,-0.19108398,-0.35103142,0.5830197,-0.016767316,-0.10936518,0.5815583,0.10814836,-0.03718068,0.69503814
697,-0.19106047,-0.35101265,0.58297,-0.015460283,-0.110035196,0.58099043,0.11008239,-0.038369548,0.69429666
698,-0.19100474,-0.35097036,0.5828929,-0.013499981,-0.110993296,0.5800536,0.113078706,-0.0402054,0.69287515
699,-0.19095519,-0.3509326,0.58284557,-0.0121921245,-0.11159604,0.57937324,0.11531631,-0.041652124,0.69165987
700,-0.19090587,-0.3508841,0.58279836,-0.010866599,-0.11218847,0.57862556,0.117538504,-0.043095917,0.6904052
701,-0.19084138,-0.3507912,0.5827237,-0.008869065,-0.1130437,0.57740134,0.120839536,-0.045427214,0.6884233
702,-0.19081505,-0.3507168,0.5826723,-0.007521877,-0.11360238,0.5765088,0.12294413,-0.046892148,0.686992
703,-0.19080351,-0.35064018,0.5826231,-0.0061515104,-0.114161685,0.57556194,0.12524354,-0.048427198,0.6855016
704,-0.19082046,-0.3505213,0.58253807,-0.0040582772,-0.11504984,0.57404786,0.12862377,-0.050483476,0.6829169
705,-0.19083804,-0.35044578,0.58246887,-0.0026264396,-0.11566839,0.5730034,0.13091476,-0.05161825,0.68138105
706,-0.19084832,-0.35033315,0.5823417,-0.00042733745,-0.116624676,0.57138866,0.13470083,-0.053286497,0.67878556
707,-0.19082472,-0.35026696,0.5822418,0.0010726283,-0.11727076,0.57028186,0.13711765,-0.054481175,0.6769141
708,-0.19075786,-0.35016096,0.5820838,0.0033441614,-0.1182347,0.56858534,0.14099191,-0.056906942,0.67392266
709,-0.19069734,-0.35014424,0.5819721,0.0048718136,-0.118871324,0.56740415,0.14368615,-0.05876516,0.67206675
710,-0.19061619,-0.3501146,0.58181393,0.007208353,-0.11982528,0.56554943,0.14766651,-0.061675094,0.6687771
711,-0.19058433,-0.35009924,0.58172005,0.008812061,-0.120491594,0.56425464,0.15042993,-0.06366216,0.666504
712,-0.19058289,-0.35005313,0.5815932,0.011245662,-0.121543236,0.5622579,0.154787,-0.06661861,0.6629033
713,-0.19061902,-0.34999377,0.5815135,0.012910442,-0.12230297,0.5609118,0.15771848,-0.068392426,0.6604166
714,-0.19064906,-0.3498966,0.58143425,0.014586618,-0.123094335,0.5595575,0.1605663,-0.069808,0.6579057
715,-0.19066581,-0.34970945,0.58129436,0.01715727,-0.12434139,0.55748713,0.16480774,-0.07194625,0.65408146
716,-0.19065534,-0.3496062,0.58119315,0.01890002,-0.125199,0.5560697,0.16757225,-0.07352854,0.65157276
717,-0.1906282,-0.34951726,0.58109313,0.020661687,-0.12606364,0.5546231,0.17042667,-0.0752851,0.64890856
