S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,MSx,MSy,MSz,MEx,MEy,MEz,MWx,MWy,MWz,session_time_stamp
213,6,192,14,258,0,155,63,54,1,1,5,12,1,40,0,6,0,1,3,29,14,2,104,1,2,0,6,0,11,0,0,-0.17591340839862823,-0.3095895051956177,0.5644509792327881,0.06459540873765945,-0.2114780694246292,0.3105698227882385,0.27019962668418884,-0.297524094581604,0.2135290950536728,13_Jun_2024_14_19
217,3,194,13,258,8,155,61,55,5,0,1,1,1,40,0,4,1,0,0,26,12,1,102,0,1,0,9,4,11,3,0,-0.17575067281723022,-0.30903029441833496,0.5643112063407898,0.06291647255420685,-0.2113392949104309,0.30802446603775024,0.26703959703445435,-0.2992875277996063,0.21007311344146729,13_Jun_2024_14_19
216,7,194,13,263,0,152,64,56,0,0,1,1,8,37,0,7,0,0,1,27,11,2,99,1,1,0,11,0,12,0,0,-0.17570026218891144,-0.308841347694397,0.5642644762992859,0.06236127018928528,-0.21129611134529114,0.3071979284286499,0.2659856975078583,-0.29998135566711426,0.2088385671377182,13_Jun_2024_14_19
215,11,194,13,264,9,156,61,58,1,1,1,0,1,40,1,6,0,1,0,25,11,3,97,1,1,0,5,1,11,0,0,-0.17557799816131592,-0.3082702159881592,0.5640917420387268,0.06060570478439331,-0.21119286119937897,0.3046322464942932,0.26174092292785645,-0.3025388717651367,0.20424248278141022,13_Jun_2024_14_19
217,6,194,15,268,1,157,62,56,3,1,1,0,0,33,0,8,0,0,1,27,13,4,96,1,2,0,10,0,11,2,0,-0.17553828656673431,-0.3079221844673157,0.5639730095863342,0.05945225805044174,-0.21115194261074066,0.30299660563468933,0.25968441367149353,-0.3038146495819092,0.2020283192396164,13_Jun_2024_14_19
218,6,195,14,269,9,158,62,58,2,0,1,0,0,46,0,7,0,0,0,25,14,2,93,0,1,0,8,0,12,0,0,-0.175547257065773,-0.30745479464530945,0.5638012290000916,0.0578085333108902,-0.21108976006507874,0.30069756507873535,0.2567034363746643,-0.3057861030101776,0.19871748983860016,13_Jun_2024_14_19
216,6,196,13,275,12,158,65,54,10,13,1,8,1,41,0,6,2,3,0,24,13,3,90,3,0,0,9,1,9,2,1,-0.17556442320346832,-0.30696824193000793,0.5636121034622192,0.05624721944332123,-0.21101601421833038,0.2985585033893585,0.2537913918495178,-0.3078663647174835,0.19553357362747192,13_Jun_2024_14_19
215,4,195,12,270,9,154,68,56,3,5,3,4,0,43,0,8,1,1,2,24,16,1,92,0,1,0,9,0,11,0,5,-0.1755736619234085,-0.3066333830356598,0.563488781452179,0.05525670200586319,-0.21095094084739685,0.2972107231616974,0.25183606147766113,-0.30926814675331116,0.19347092509269714,13_Jun_2024_14_19
215,5,196,12,268,0,156,66,55,0,1,0,0,1,35,1,6,1,3,2,20,14,0,95,0,5,0,9,3,10,1,0,-0.17559406161308289,-0.3061681091785431,0.5633120536804199,0.05384936183691025,-0.21082481741905212,0.29531195759773254,0.24875520169734955,-0.31151607632637024,0.19015052914619446,13_Jun_2024_14_19
215,6,192,15,273,8,157,65,58,3,2,1,8,0,43,0,8,0,0,0,25,12,0,94,1,4,0,9,2,10,2,1,-0.17559814453125,-0.30584725737571716,0.5631930232048035,0.05296287685632706,-0.21073079109191895,0.294113427400589,0.24686338007450104,-0.3128622770309448,0.18828389048576355,13_Jun_2024_14_19
213,3,194,13,274,3,152,58,56,2,0,1,0,0,37,0,9,5,2,1,24,12,0,93,0,2,0,5,0,11,1,1,-0.17560286819934845,-0.30539074540138245,0.5630214810371399,0.0517178550362587,-0.21059373021125793,0.29240044951438904,0.24408942461013794,-0.31490230560302734,0.18542613089084625,13_Jun_2024_14_19
212,4,196,14,273,6,153,63,59,6,1,1,0,2,38,1,7,0,0,1,22,12,2,90,1,2,0,8,2,10,0,0,-0.17559507489204407,-0.30510789155960083,0.5629075765609741,0.05093775689601898,-0.21052449941635132,0.29130470752716064,0.24230816960334778,-0.3161652386188507,0.18353883922100067,13_Jun_2024_14_19
211,6,196,15,277,0,156,64,57,0,0,0,0,0,44,7,6,3,0,1,24,12,2,91,1,3,0,8,0,9,0,0,-0.17556896805763245,-0.30471158027648926,0.5627349019050598,0.04979872703552246,-0.21047459542751312,0.28973472118377686,0.2396516054868698,-0.3180038332939148,0.18085625767707825,13_Jun_2024_14_19
212,6,190,14,273,7,150,63,56,3,0,0,0,0,46,0,8,0,0,2,23,13,1,93,0,3,0,6,8,9,0,1,-0.17546908557415009,-0.30429700016975403,0.5625706315040588,0.04875217750668526,-0.2104586809873581,0.28827497363090515,0.23708173632621765,-0.3196425437927246,0.1782604604959488,13_Jun_2024_14_19
213,6,196,12,274,0,149,64,56,4,0,0,0,0,39,0,6,0,1,0,22,11,2,87,1,2,0,8,0,11,0,1,-0.17542394995689392,-0.30405330657958984,0.5624865293502808,0.04809621721506119,-0.21044319868087769,0.2873483896255493,0.23549912869930267,-0.32064542174339294,0.17650610208511353,13_Jun_2024_14_19
216,10,193,12,279,3,154,63,56,1,0,2,0,1,37,2,10,1,0,0,21,12,1,88,0,4,0,10,0,4,1,0,-0.1753200739622116,-0.30361253023147583,0.5623737573623657,0.04718063771724701,-0.21042752265930176,0.286021888256073,0.233123779296875,-0.3220048248767853,0.17399097979068756,13_Jun_2024_14_19
212,3,195,9,282,2,152,62,54,4,0,1,0,0,35,0,4,0,0,3,20,12,0,85,11,2,0,8,0,8,0,0,-0.17525511980056763,-0.3033158779144287,0.5623040199279785,0.04661101475358009,-0.2104068547487259,0.2851904332637787,0.2316473126411438,-0.322844535112381,0.17231450974941254,13_Jun_2024_14_19
214,5,194,10,275,0,147,66,54,1,0,0,0,0,38,1,6,0,1,0,20,13,2,84,1,3,0,6,0,10,0,0,-0.175118550658226,-0.3028199076652527,0.5621771812438965,0.045801278203725815,-0.21036648750305176,0.284003883600235,0.22947947680950165,-0.32405564188957214,0.1698455661535263,13_Jun_2024_14_19
