S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,MSx,MSy,MSz,MEx,MEy,MEz,MWx,MWy,MWz,session_time_stamp
19,1,47,52,83,0,32,1,1,0,1,1,0,0,2,1,0,1,14,3,0,6,1,11,0,0,0,1,3,8,0,0,-0.2845897972583771,-0.3352312743663788,0.527837336063385,0.0848155990242958,-0.162062332034111,0.4066556096076965,0.3146394789218902,-0.1884179562330246,0.441137433052063,01_Jan_2025_12_25
21,0,47,54,84,1,29,0,1,1,0,0,1,3,0,0,2,3,11,0,1,1,0,11,0,1,0,0,0,1,0,1,-0.2845897972583771,-0.3352312743663788,0.527837336063385,0.0848155990242958,-0.162062332034111,0.4066556096076965,0.3146394789218902,-0.1884179562330246,0.441137433052063,01_Jan_2025_12_25
15,0,45,54,84,0,31,0,1,0,0,3,1,1,0,0,1,5,14,8,0,1,0,11,1,8,2,12,1,3,5,3,-0.2845897972583771,-0.3352312743663788,0.527837336063385,0.0848155990242958,-0.162062332034111,0.4066556096076965,0.3146394789218902,-0.1884179562330246,0.441137433052063,01_Jan_2025_12_25
16,1,45,52,76,0,31,2,1,0,0,0,0,0,1,3,0,2,12,0,1,1,0,11,0,0,0,0,0,0,0,1,-0.2845897972583771,-0.3352312743663788,0.527837336063385,0.0848155990242958,-0.162062332034111,0.4066556096076965,0.3146394789218902,-0.1884179562330246,0.441137433052063,01_Jan_2025_12_25
18,0,47,55,85,0,31,2,2,0,0,0,1,1,0,1,0,8,12,0,0,2,12,10,1,0,1,0,0,0,0,0,-0.2845897972583771,-0.3352312743663788,0.527837336063385,0.0848155990242958,-0.162062332034111,0.4066556096076965,0.3146394789218902,-0.1884179562330246,0.441137433052063,01_Jan_2025_12_25
18,0,48,59,82,1,31,1,1,0,1,0,2,0,9,0,0,3,13,2,0,1,0,10,0,0,0,0,0,0,1,0,-0.2845897972583771,-0.3352312743663788,0.527837336063385,0.0848155990242958,-0.162062332034111,0.4066556096076965,0.3146394789218902,-0.1884179562330246,0.441137433052063,01_Jan_2025_12_25
20,0,45,57,81,0,32,1,1,8,0,0,0,8,0,1,2,3,12,0,3,1,0,11,0,3,0,1,0,0,0,1,-0.2845897972583771,-0.3352312743663788,0.527837336063385,0.0848155990242958,-0.162062332034111,0.4066556096076965,0.3146394789218902,-0.1884179562330246,0.441137433052063,01_Jan_2025_12_25
19,0,46,57,83,0,33,1,1,4,4,0,0,3,14,0,1,3,8,0,2,0,0,11,0,0,1,0,0,0,1,0,-0.2845897972583771,-0.3352312743663788,0.527837336063385,0.0848155990242958,-0.162062332034111,0.4066556096076965,0.3146394789218902,-0.1884179562330246,0.441137433052063,01_Jan_2025_12_25
19,0,44,53,80,0,29,0,1,0,1,1,0,0,0,0,2,1,8,1,8,7,0,12,0,0,0,0,0,0,0,0,-0.2845897972583771,-0.3352312743663788,0.527837336063385,0.0848155990242958,-0.162062332034111,0.4066556096076965,0.3146394789218902,-0.1884179562330246,0.441137433052063,01_Jan_2025_12_25
18,0,45,57,80,0,36,0,1,2,0,0,0,0,53,0,0,5,12,0,0,3,0,11,0,0,0,0,0,1,0,0,-0.2845897972583771,-0.3352312743663788,0.527837336063385,0.0848155990242958,-0.162062332034111,0.4066556096076965,0.3146394789218902,-0.1884179562330246,0.441137433052063,01_Jan_2025_12_25
