S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,MSx,MSy,MSz,MEx,MEy,MEz,MWx,MWy,MWz,session_time_stamp
41,1,40,10,68,1,23,13,0,10,6,1,0,0,0,0,2,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0,-0.15026381611824,-0.254092276096344,0.7016681432724,0.0276879370212554,-0.0935616120696067,0.376164615154266,0.170572951436043,-0.0576737746596336,0.175820782780647,28_Oct_2024_16_02
45,1,44,10,68,0,23,13,0,3,1,0,2,0,0,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150422990322113,-0.254055023193359,0.701728284358978,0.0272817071527242,-0.0939017534255981,0.376003533601761,0.171824380755425,-0.0602267757058143,0.17651817202568,28_Oct_2024_16_02
45,0,46,5,69,0,25,14,1,9,1,0,14,2,0,2,1,0,4,0,0,5,4,1,0,0,0,1,0,0,1,1,-0.150574833154678,-0.254016548395157,0.701792657375336,0.0269353110343217,-0.0943192467093467,0.375842094421387,0.173155039548874,-0.0629726871848106,0.177260518074036,28_Oct_2024_16_02
50,0,44,11,73,0,26,15,4,6,1,0,0,3,0,0,13,14,0,0,0,3,0,0,0,0,0,2,5,0,1,1,-0.150802507996559,-0.253947049379349,0.701911866664887,0.0265273991972208,-0.0951051861047744,0.375633031129837,0.175274387001991,-0.0674745440483093,0.178427651524544,28_Oct_2024_16_02
45,1,44,7,73,0,25,12,0,2,5,0,0,0,0,0,1,0,0,14,0,4,11,0,0,0,0,2,0,0,0,0,-0.150961548089981,-0.253896564245224,0.701992809772491,0.0263543017208576,-0.0958392843604087,0.375488311052322,0.176766395568848,-0.0707302987575531,0.179323449730873,28_Oct_2024_16_02
48,0,43,10,71,0,25,13,0,3,1,1,2,2,0,0,0,0,1,0,2,3,0,1,0,0,0,3,0,0,0,1,-0.151279777288437,-0.253821730613708,0.702018141746521,0.0262229871004819,-0.09706861525774,0.375304460525513,0.179071232676506,-0.0759124532341957,0.1806720495224,28_Oct_2024_16_02
45,0,46,11,72,0,29,14,0,7,0,1,0,0,0,10,2,4,0,0,0,3,0,0,0,1,0,3,0,0,0,6,-0.151504874229431,-0.25376495718956,0.702023267745972,0.0262530222535133,-0.0979280471801757,0.375238806009293,0.180399671196938,-0.0797039419412612,0.181473851203918,28_Oct_2024_16_02
47,0,47,4,73,0,31,18,3,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,2,1,1,0,0,-0.151720136404037,-0.25372177362442,0.702056884765625,0.0263582710176706,-0.0988603383302688,0.375204056501388,0.182015419006348,-0.0836472883820533,0.182457193732262,28_Oct_2024_16_02
43,5,48,9,74,2,27,15,0,3,0,1,0,5,0,1,2,0,0,0,0,5,0,0,0,0,0,3,0,1,0,0,-0.152025669813156,-0.253663837909698,0.702141523361206,0.0266203023493289,-0.100526586174965,0.375157177448273,0.184417530894279,-0.0899494141340255,0.18412221968174,28_Oct_2024_16_02
46,2,51,11,75,0,33,10,0,1,0,0,0,1,0,7,1,0,1,0,0,6,7,0,0,0,0,0,0,0,1,0,-0.152196615934372,-0.253609478473663,0.702259957790375,0.0268621910363435,-0.101786755025387,0.375107049942017,0.185984566807747,-0.0944809839129448,0.185175597667694,28_Oct_2024_16_02
